street address,town,zip,road side,private side
1448 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1450 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1451 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1455 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1456 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1457 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1458 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1459 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1461 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1463 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1465 BAKER AVENUE,Niskayuna,12309,Unknown,Copper
1466 BAKER AVENUE,Niskayuna,12309,Unknown,Copper
1467 BAKER AVENUE,Niskayuna,12309,Unknown,Copper
1468 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1469 BAKER AVENUE,Niskayuna,12309,Unknown,Copper
1470 BAKER AVENUE,Niskayuna,12309,Unknown,Copper
1472 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1474 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1476 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1500 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1501 BAKER AVENUE,Niskayuna,12309,Unknown,Copper
1512 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1513 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1516 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1517 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1522 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1524 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1525 BAKER AVENUE,Niskayuna,12309,Unknown,Copper
1533 BAKER AVENUE,Niskayuna,12309,Unknown,Copper
1536 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1540 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1541 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1544 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1552 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1556 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1562 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1601 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1603 BAKER AVENUE,Niskayuna,12309,Unknown,Copper
1701 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1904 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1908 BAKER AVENUE,Niskayuna,12309,Unknown,Copper
1909 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1913 BAKER AVENUE,Niskayuna,12309,Unknown,Copper
1916 BAKER AVENUE,Niskayuna,12309,Unknown,Copper
1917 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1920 BAKER AVENUE,Niskayuna,12309,Unknown,Copper
1921 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
1925 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
2005 BAKER AVENUE,Niskayuna,12309,Unknown,Copper
2012 BAKER AVENUE,Niskayuna,12309,Unknown,Galvanized
2024 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
2027 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
2028 BAKER AVENUE,Niskayuna,12309,Unknown,Galvanized
2031 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
2032 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
2035 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
2036 BAKER AVENUE,Niskayuna,12309,Unknown,Copper
2039 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
2040 BAKER AVENUE,Niskayuna,12309,Unknown,Copper
2047 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
2048 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
2052 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
2055 BAKER AVENUE,Niskayuna,12309,Unknown,Copper
2056 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
2060 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
2061 BAKER AVENUE,Niskayuna,12309,Unknown,Copper
2063 BAKER AVENUE,Niskayuna,12309,Unknown,Copper
2064 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
2067 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
2074 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
2075 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
2076 BAKER AVENUE,Niskayuna,12309,Unknown,Copper
2080 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
2081 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
2100 BAKER AVENUE,Niskayuna,12309,Unknown,Copper
2101 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
2104 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
2105 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
2108 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
2109 BAKER AVENUE,Niskayuna,12309,Unknown,Copper
2112 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
2117 BAKER AVENUE,Niskayuna,12309,Unknown,Copper
2124 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
2125 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
2128 BAKER AVENUE,Niskayuna,12309,Unknown,Copper
2132 BAKER AVENUE,Niskayuna,12309,Unknown,Copper
2137 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
2145 BAKER AVENUE,Niskayuna,12309,Unknown,Unknown
2149 BAKER AVENUE,Niskayuna,12309,Unknown,Copper
2120 BAKER AVENUE EAST,Niskayuna,12309,Unknown,Galvanized
2136 BAKER AVENUE EAST,Niskayuna,12309,Unknown,Unknown
2140 BAKER AVENUE EAST,Niskayuna,12309,Unknown,Unknown
2141 BAKER AVENUE EAST,Niskayuna,12309,Unknown,Unknown
2721 BALLTOWN ROAD,Niskayuna,12309,Plastic,Plastic
402 BALLTOWN ROAD,Niskayuna,12304,Known Other,Known Other
406 BALLTOWN ROAD,Niskayuna,12304,Known Other,Known Other
408 BALLTOWN ROAD,Niskayuna,12304,Known Other,Known Other
410 BALLTOWN ROAD,Niskayuna,12304,Known Other,Known Other
412 BALLTOWN ROAD,Niskayuna,12304,Known Other,Known Other
414 BALLTOWN ROAD,Niskayuna,12304,Known Other,Known Other
416 BALLTOWN ROAD,Niskayuna,12304,Known Other,Known Other
418 BALLTOWN ROAD,Niskayuna,12304,Known Other,Known Other
420 BALLTOWN ROAD,Niskayuna,12304,Known Other,Known Other
422 BALLTOWN ROAD,Niskayuna,12304,Known Other,Known Other
424 BALLTOWN ROAD,Niskayuna,12304,Known Other,Known Other
424 A BALLTOWN ROAD,Niskayuna,12304,Known Other,Known Other
428 BALLTOWN ROAD,Niskayuna,12304,Known Other,Known Other
430 BALLTOWN ROAD,Niskayuna,12304,Known Other,Known Other
436 BALLTOWN ROAD,Niskayuna,12304,Known Other,Known Other
440 BALLTOWN ROAD,Niskayuna,12304,Known Other,Known Other
442 BALLTOWN ROAD,Niskayuna,12304,Known Other,Known Other
480 BALLTOWN ROAD,Niskayuna,12304,Unknown,Unknown
500 BALLTOWN ROAD,Niskayuna,12304,Unknown,Unknown
566 BALLTOWN ROAD,Niskayuna,12304,Unknown,Copper
582 BALLTOWN ROAD,Niskayuna,12304,Unknown,Unknown
598 BALLTOWN ROAD,Niskayuna,12304,Unknown,Unknown
602 BALLTOWN ROAD,Niskayuna,12304,Unknown,Unknown
850 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
893 BALLTOWN ROAD,Niskayuna,12309,Unknown,Copper
897 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
905 BALLTOWN ROAD,Niskayuna,12309,Plastic,Unknown
910 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
915 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
920 BALLTOWN ROAD,Niskayuna,12309,Unknown,Galvanized
924 BALLTOWN ROAD,Niskayuna,12309,Unknown,Galvanized
925 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
928 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
931 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
932 BALLTOWN ROAD,Niskayuna,12309,Unknown,Copper
935 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
936 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
940 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
950 BALLTOWN ROAD,Niskayuna,12309,Unknown,Galvanized
955 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
956 BALLTOWN ROAD,Niskayuna,12309,Unknown,Galvanized
962 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
965 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
971 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
973 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
975 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
976 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
977 BALLTOWN ROAD,Niskayuna,12309,Unknown,Copper
979 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
980 BALLTOWN ROAD,Niskayuna,12309,Copper,Copper
983 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
989 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1017 BALLTOWN ROAD,Niskayuna,12309,Unknown,Copper
1019 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1023 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1025 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1027 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1033 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1035 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1037 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1041 BALLTOWN ROAD,Niskayuna,12309,Unknown,Copper
1043 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1045 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1047 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1051 BALLTOWN ROAD,Niskayuna,12309,Unknown,Galvanized
1055 BALLTOWN ROAD,Niskayuna,12309,Unknown,Copper
1057 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1061 BALLTOWN ROAD,Niskayuna,12309,Unknown,Copper
1065 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1069 BALLTOWN ROAD,Niskayuna,12309,Unknown,Copper
1079 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1084 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1117 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1330 BALLTOWN ROAD,Niskayuna,12309,Unknown,Copper
1335 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1343 BALLTOWN ROAD,Niskayuna,12309,Unknown,Copper
1369 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1373 BALLTOWN ROAD,Niskayuna,12309,Unknown,Copper
1400 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1401 BALLTOWN ROAD,Niskayuna,12309,Copper,Copper
1405 BALLTOWN ROAD,Niskayuna,12309,Copper,Copper
1409 BALLTOWN ROAD,Niskayuna,12309,Copper,Copper
1413 BALLTOWN ROAD,Niskayuna,12309,Copper,Copper
1417 BALLTOWN ROAD,Niskayuna,12309,Copper,Copper
1421 BALLTOWN ROAD,Niskayuna,12309,Copper,Copper
1425 BALLTOWN ROAD,Niskayuna,12309,Copper,Copper
1429 BALLTOWN ROAD,Niskayuna,12309,Copper,Copper
1430 BALLTOWN ROAD,Niskayuna,12309,Copper,Copper
1433 BALLTOWN ROAD,Niskayuna,12309,Copper,Copper
1437 BALLTOWN ROAD,Niskayuna,12309,Copper,Copper
1440 BALLTOWN ROAD,Niskayuna,12309,Known Other,Known Other
1441 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1445 BALLTOWN ROAD,Niskayuna,12309,Unknown,Copper
1448 BALLTOWN ROAD,Niskayuna,12309,Known Other,Known Other
1449 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1453 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1475 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1476 BALLTOWN ROAD,Niskayuna,12309,Unknown,Copper
1501 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1502 BALLTOWN ROAD,Niskayuna,12309,Known Other,Copper
1517 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1521 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1601 BALLTOWN ROAD,Niskayuna,12309,Unknown,Copper
1607 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1617 BALLTOWN ROAD,Niskayuna,12309,Unknown,Copper
1626 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1629 BALLTOWN ROAD,Niskayuna,12309,Unknown,Galvanized
1633 BALLTOWN ROAD,Niskayuna,12309,Unknown,Copper
1637 BALLTOWN ROAD,Niskayuna,12309,Unknown,Copper
1641 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1645 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1649 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1653 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1657 BALLTOWN ROAD,Niskayuna,12309,Unknown,Copper
1915 BALLTOWN ROAD,Niskayuna,12309,Unknown,Known Other
1917 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1919 BALLTOWN ROAD,Niskayuna,12309,Unknown,Galvanized
1923 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1931 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2010 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2013 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2015 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2022 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2023 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2031 BALLTOWN ROAD,Niskayuna,12309,Unknown,Copper
2039 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2042 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2202 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2208 BALLTOWN ROAD,Niskayuna,12309,Unknown,Copper
2209 BALLTOWN ROAD,Niskayuna,12309,Copper,Copper
2213 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2214 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2217 BALLTOWN ROAD,Niskayuna,12309,Copper,Copper
2220 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2226 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2229 BALLTOWN ROAD,Niskayuna,12309,Unknown,Copper
2232 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2233 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2301 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2303 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2305 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2309 BALLTOWN ROAD,Niskayuna,12309,Unknown,Copper
2313 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2317 BALLTOWN ROAD,Niskayuna,12309,Copper,Copper
2501 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2503 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2505 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2525 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2529 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2530 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2533 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2537 BALLTOWN ROAD,Niskayuna,12309,Copper,Copper
2546 BALLTOWN ROAD,Niskayuna,12309,Copper,Copper
2551 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2561 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2565 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2566 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2569 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2575 BALLTOWN ROAD,Niskayuna,12309,Unknown,Copper
2595 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2605 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2615 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2625 BALLTOWN ROAD,Niskayuna,12309,Copper,Copper
2635 BALLTOWN ROAD,Niskayuna,12309,Copper,Copper
2681 BALLTOWN ROAD,Niskayuna,12309,Unknown,Copper
2685 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2695 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2705 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2709 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2727 BALLTOWN ROAD,Niskayuna,12309,Unknown,Copper
2732 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2735 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2736 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2745 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2750 BALLTOWN ROAD,Niskayuna,12309,Known Other,Known Other
2750 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2751 BALLTOWN ROAD,Niskayuna,12309,Unknown,Copper
2755 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2765 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2773 BALLTOWN ROAD,Niskayuna,12309,Unknown,Copper
2784 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2798 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2805 BALLTOWN ROAD,Niskayuna,12309,Unknown,Copper
2808 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2809 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2820 BALLTOWN ROAD,Niskayuna,12309,Known Other,Known Other
2837 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
1368 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2690 BALLTOWN ROAD GE COMPUTER,Niskayuna,12309,Known Other,Known Other
1448 BALLTOWN ROAD LLC,Niskayuna,12309,Copper,Copper
2690 BALLTOWN ROAD TRAINING MTR #1,Niskayuna,12309,Known Other,Unknown
2690 BALLTOWN ROAD TRAINING MTR #2,Niskayuna,12309,Known Other,Unknown
1356 BALLTOWN ROAD,Niskayuna,12309,Unknown,Unknown
2509 BANKER AVENUE,Niskayuna,12309,Unknown,Copper
2513 BANKER AVENUE,Niskayuna,12309,Unknown,Unknown
2521 BANKER AVENUE,Niskayuna,12309,Unknown,Unknown
2527 BANKER AVENUE,Niskayuna,12309,Copper,Copper
2531 BANKER AVENUE,Niskayuna,12309,Unknown,Copper
2535 BANKER AVENUE,Niskayuna,12309,Unknown,Unknown
2537 BANKER AVENUE,Niskayuna,12309,Unknown,Unknown
2542 BANKER AVENUE,Niskayuna,12309,Unknown,Unknown
2546 BANKER AVENUE,Niskayuna,12309,Unknown,Unknown
2550 BANKER AVENUE,Niskayuna,12309,Unknown,Copper
2554 BANKER AVENUE,Niskayuna,12309,Copper,Copper
2566 BANKER AVENUE,Niskayuna,12309,Copper,Copper
2589 BANKER AVENUE,Niskayuna,12309,Copper,Copper
2593 BANKER AVENUE,Niskayuna,12309,Copper,Copper
2140 BARCELONA ROAD,Niskayuna,12309,Unknown,Unknown
2146 BARCELONA ROAD,Niskayuna,12309,Unknown,Unknown
2149 BARCELONA ROAD,Niskayuna,12309,Unknown,Copper
2152 BARCELONA ROAD,Niskayuna,12309,Unknown,Unknown
2200 BARCELONA ROAD,Niskayuna,12309,Unknown,Unknown
2204 BARCELONA ROAD,Niskayuna,12309,Unknown,Copper
2208 BARCELONA ROAD,Niskayuna,12309,Unknown,Unknown
2212 BARCELONA ROAD,Niskayuna,12309,Unknown,Unknown
2216 BARCELONA ROAD,Niskayuna,12309,Unknown,Copper
2220 BARCELONA ROAD,Niskayuna,12309,Unknown,Unknown
2223 BARCELONA ROAD,Niskayuna,12309,Unknown,Unknown
2224 BARCELONA ROAD,Niskayuna,12309,Unknown,Plastic
2304 BARCELONA ROAD,Niskayuna,12309,Unknown,Unknown
2308 BARCELONA ROAD,Niskayuna,12309,Unknown,Unknown
2309 BARCELONA ROAD,Niskayuna,12309,Unknown,Unknown
2312 BARCELONA ROAD,Niskayuna,12309,Unknown,Copper
2313 BARCELONA ROAD,Niskayuna,12309,Unknown,Copper
2316 BARCELONA ROAD,Niskayuna,12309,Unknown,Unknown
2317 BARCELONA ROAD,Niskayuna,12309,Unknown,Unknown
2320 BARCELONA ROAD,Niskayuna,12309,Unknown,Copper
2321 BARCELONA ROAD,Niskayuna,12309,Unknown,Unknown
2324 BARCELONA ROAD,Niskayuna,12309,Unknown,Unknown
2325 BARCELONA ROAD,Niskayuna,12309,Unknown,Unknown
2328 BARCELONA ROAD,Niskayuna,12309,Unknown,Unknown
2329 BARCELONA ROAD,Niskayuna,12309,Unknown,Copper
2332 BARCELONA ROAD,Niskayuna,12309,Unknown,Unknown
2333 BARCELONA ROAD,Niskayuna,12309,Unknown,Unknown
2336 BARCELONA ROAD,Niskayuna,12309,Unknown,Copper
2337 BARCELONA ROAD,Niskayuna,12309,Unknown,Unknown
2340 BARCELONA ROAD,Niskayuna,12309,Unknown,Unknown
2341 BARCELONA ROAD,Niskayuna,12309,Unknown,Unknown
2344 BARCELONA ROAD,Niskayuna,12309,Unknown,Unknown
2345 BARCELONA ROAD,Niskayuna,12309,Unknown,Unknown
2348 BARCELONA ROAD,Niskayuna,12309,Unknown,Unknown
2349 BARCELONA ROAD,Niskayuna,12309,Unknown,Unknown
2350 BARCELONA ROAD,Niskayuna,12309,Unknown,Unknown
2351 BARCELONA ROAD,Niskayuna,12309,Unknown,Unknown
1500 BARCLAY PLACE,Niskayuna,12309,Unknown,Copper
1501 BARCLAY PLACE,Niskayuna,12309,Unknown,Copper
1504 BARCLAY PLACE,Niskayuna,12309,Unknown,Copper
1505 BARCLAY PLACE,Niskayuna,12309,Unknown,Unknown
1508 BARCLAY PLACE,Niskayuna,12309,Unknown,Unknown
1512 BARCLAY PLACE,Niskayuna,12309,Unknown,Unknown
1513 BARCLAY PLACE,Niskayuna,12309,Unknown,Copper
1516 BARCLAY PLACE,Niskayuna,12309,Unknown,Unknown
1525 BARCLAY PLACE,Niskayuna,12309,Unknown,Unknown
1529 BARCLAY PLACE,Niskayuna,12309,Unknown,Unknown
1532 BARCLAY PLACE,Niskayuna,12309,Unknown,Copper
1533 BARCLAY PLACE,Niskayuna,12309,Unknown,Copper
1536 BARCLAY PLACE,Niskayuna,12309,Unknown,Copper
1537 BARCLAY PLACE,Niskayuna,12309,Unknown,Unknown
1540 BARCLAY PLACE,Niskayuna,12309,Unknown,Unknown
1541 BARCLAY PLACE,Niskayuna,12309,Unknown,Unknown
1545 BARCLAY PLACE,Niskayuna,12309,Unknown,Unknown
850 BARTON PLACE,Niskayuna,12309,Unknown,Unknown
853 BARTON PLACE,Niskayuna,12309,Unknown,Copper
854 BARTON PLACE,Niskayuna,12309,Unknown,Copper
858 BARTON PLACE,Niskayuna,12309,Unknown,Copper
861 BARTON PLACE,Niskayuna,12309,Unknown,Unknown
862 BARTON PLACE,Niskayuna,12309,Unknown,Unknown
3613 BECKER STREET,Niskayuna,12304,Unknown,Unknown
3630 BECKER STREET,Niskayuna,12304,Copper,Copper
3632 BECKER STREET,Niskayuna,12304,Unknown,Unknown
3805 BECKER STREET,Niskayuna,12304,Unknown,Unknown
3813 BECKER STREET,Niskayuna,12304,Unknown,Unknown
3932 BECKER STREET,Niskayuna,12304,Copper,Copper
3936 BECKER STREET,Niskayuna,12304,Copper,Copper
3940 BECKER STREET,Niskayuna,12304,Copper,Copper
3944 BECKER STREET,Niskayuna,12304,Copper,Copper
3948 BECKER STREET,Niskayuna,12304,Copper,Copper
3972 BECKER STREET,Niskayuna,12304,Copper,Copper
3976 BECKER STREET,Niskayuna,12304,Copper,Copper
3980 BECKER STREET,Niskayuna,12304,Copper,Copper
4113 BECKER STREET,Niskayuna,12304,Unknown,Copper
4125 BECKER STREET,Niskayuna,12304,Copper,Copper
4129 BECKER STREET,Niskayuna,12304,Copper,Copper
4133 BECKER STREET,Niskayuna,12304,Copper,Copper
796 BEECH DRIVE,Niskayuna,12309,Copper,Copper
800 BEECH DRIVE,Niskayuna,12309,Copper,Copper
801 BEECH DRIVE,Niskayuna,12309,Copper,Copper
804 BEECH DRIVE,Niskayuna,12309,Copper,Copper
807 BEECH DRIVE,Niskayuna,12309,Copper,Copper
808 BEECH DRIVE,Niskayuna,12309,Copper,Copper
811 BEECH DRIVE,Niskayuna,12309,Copper,Copper
812 BEECH DRIVE,Niskayuna,12309,Copper,Copper
816 BEECH DRIVE,Niskayuna,12309,Copper,Copper
820 BEECH DRIVE,Niskayuna,12309,Copper,Copper
824 BEECH DRIVE,Niskayuna,12309,Copper,Copper
831 BEECH DRIVE,Niskayuna,12309,Copper,Copper
836 BEECH DRIVE,Niskayuna,12309,Copper,Copper
839 BEECH DRIVE,Niskayuna,12309,Copper,Copper
840 BEECH DRIVE,Niskayuna,12309,Copper,Copper
843 BEECH DRIVE,Niskayuna,12309,Copper,Copper
844 BEECH DRIVE,Niskayuna,12309,Copper,Copper
847 BEECH DRIVE,Niskayuna,12309,Copper,Copper
848 BEECH DRIVE,Niskayuna,12309,Copper,Copper
851 BEECH DRIVE,Niskayuna,12309,Copper,Copper
852 BEECH DRIVE,Niskayuna,12309,Copper,Copper
855 BEECH DRIVE,Niskayuna,12309,Copper,Copper
856 BEECH DRIVE,Niskayuna,12309,Copper,Copper
860 BEECH DRIVE,Niskayuna,12309,Copper,Copper
864 BEECH DRIVE,Niskayuna,12309,Copper,Copper
866 BEECH DRIVE,Niskayuna,12309,Copper,Unknown
1179 BELLEMEAD COURT,Niskayuna,12309,Unknown,Unknown
1180 BELLEMEAD COURT,Niskayuna,12309,Unknown,Unknown
1183 BELLEMEAD COURT,Niskayuna,12309,Unknown,Unknown
1184 BELLEMEAD COURT,Niskayuna,12309,Unknown,Unknown
1187 BELLEMEAD COURT,Niskayuna,12309,Unknown,Copper
1045 BELRIDGE ROAD,Niskayuna,12309,Unknown,Unknown
1046 BELRIDGE ROAD,Niskayuna,12309,Unknown,Copper
1053 BELRIDGE ROAD,Niskayuna,12309,Unknown,Copper
1054 BELRIDGE ROAD,Niskayuna,12309,Unknown,Unknown
1059 BELRIDGE ROAD,Niskayuna,12309,Unknown,Copper
1060 BELRIDGE ROAD,Niskayuna,12309,Unknown,Copper
1065 BELRIDGE ROAD,Niskayuna,12309,Copper,Copper
1071 BELRIDGE ROAD,Niskayuna,12309,Copper,Copper
874 BENEDICT STREET,Niskayuna,12309,Copper,Unknown
